,consumer_id,item_id,type_weightage
0,-9223121837663643404,-8949113594875411859,0.5849625007211562
1,-9223121837663643404,-8377626164558006982,0.5849625007211562
2,-9223121837663643404,-8208801367848627943,0.5849625007211562
3,-9223121837663643404,-8187220755213888616,0.5849625007211562
4,-9223121837663643404,-7423191370472335463,2.321928094887362
5,-9223121837663643404,-7331393944609614247,0.5849625007211562
6,-9223121837663643404,-6872546942144599345,0.5849625007211562
7,-9223121837663643404,-6728844082024523434,0.5849625007211562
8,-9223121837663643404,-6590819806697898649,0.5849625007211562
9,-9223121837663643404,-6558712014192834002,1.0
10,-9223121837663643404,-6545872007932025533,1.0
11,-9223121837663643404,-6484638837208285334,0.5849625007211562
12,-9223121837663643404,-5781461435447152359,0.5849625007211562
13,-9223121837663643404,-5002383425685129595,1.0
14,-9223121837663643404,-4541461982704074404,0.5849625007211562
15,-9223121837663643404,-4233177915193302509,0.5849625007211562
16,-9223121837663643404,-4205346868684833897,1.0
17,-9223121837663643404,-3912939678517879962,0.5849625007211562
18,-9223121837663643404,-3750879736572068916,0.5849625007211562
19,-9223121837663643404,-2402288292108892893,1.0
20,-9223121837663643404,-730957269757756529,0.5849625007211562
21,-9223121837663643404,-559964548932224920,1.0
22,-9223121837663643404,-447851796385928420,1.3219280948873624
23,-9223121837663643404,834896074125772354,0.5849625007211562
24,-9223121837663643404,921770761777842242,0.5849625007211562
25,-9223121837663643404,943818026930898372,0.5849625007211562
26,-9223121837663643404,1436883058900979473,0.5849625007211562
27,-9223121837663643404,1469580151036142903,1.0
28,-9223121837663643404,3041906492387035176,0.5849625007211562
29,-9223121837663643404,3180828616327439381,0.5849625007211562
30,-9223121837663643404,3367026768872537336,0.5849625007211562
31,-9223121837663643404,4419562057180692966,1.0
32,-9223121837663643404,4563606877148407012,0.5849625007211562
33,-9223121837663643404,5087084654882097891,0.5849625007211562
34,-9223121837663643404,5211673327552264703,0.5849625007211562
35,-9223121837663643404,5293701842202310496,0.5849625007211562
36,-9223121837663643404,6615662748793536194,0.5849625007211562
37,-9223121837663643404,7229629480273331039,0.5849625007211562
38,-9223121837663643404,7516228655554309785,0.5849625007211562
39,-9223121837663643404,7734121175534200554,0.5849625007211562
40,-9223121837663643404,8302949268716967655,1.5849625007211563
41,-9223121837663643404,8310689940464940949,0.5849625007211562
42,-9223121837663643404,8962537427807366481,1.0
43,-9212075797126931087,-1995591062742965408,1.0
44,-9212075797126931087,-969155230116728853,1.3219280948873624
45,-9212075797126931087,1796618361228441836,1.0
46,-9212075797126931087,5162508842577612756,0.5849625007211562
47,-9212075797126931087,6852597772196653540,1.0
48,-9207251133131336884,-9216926795620865886,1.3219280948873624
49,-9207251133131336884,-8742648016180281673,1.3219280948873624
50,-9207251133131336884,-4434534460030275781,1.3219280948873624
51,-9207251133131336884,-4029704725707465084,2.1699250014423126
52,-9207251133131336884,-1297580205670251233,0.5849625007211562
53,-9207251133131336884,-969155230116728853,0.5849625007211562
54,-9207251133131336884,7521700660190108859,1.5849625007211563
55,-9199575329909162940,-5361115220834660562,0.5849625007211562
56,-9199575329909162940,-5002383425685129595,1.0
57,-9199575329909162940,-3900870368325485697,0.5849625007211562
58,-9199575329909162940,-1763986443823721481,0.5849625007211562
59,-9199575329909162940,-1755875383603052680,0.5849625007211562
60,-9199575329909162940,161784308223385549,1.3219280948873624
61,-9199575329909162940,5037403311832115000,0.5849625007211562
62,-9199575329909162940,5293701842202310496,0.5849625007211562
63,-9199575329909162940,5431399346444238856,1.0
64,-9199575329909162940,7207307032404768106,1.0
65,-9199575329909162940,8215778202715904841,0.5849625007211562
66,-9196668942822132778,-8813724423497152538,0.5849625007211562
67,-9196668942822132778,-8535131855706279960,0.5849625007211562
68,-9196668942822132778,-2069509552243850466,0.5849625007211562
69,-9196668942822132778,-1999468346928419252,0.5849625007211562
70,-9196668942822132778,-721732705314803549,0.5849625007211562
71,-9196668942822132778,7013665235990336340,0.5849625007211562
72,-9196668942822132778,9175693555063886126,1.5849625007211563
73,-9188188261933657343,-7992053163122498177,1.3219280948873624
74,-9188188261933657343,-2667874153709252756,0.5849625007211562
75,-9188188261933657343,-240359174314633445,0.5849625007211562
76,-9188188261933657343,174707786647990372,0.5849625007211562
77,-9188188261933657343,1468327003955810686,0.5849625007211562
78,-9188188261933657343,2672238531812965181,0.5849625007211562
79,-9188188261933657343,3579921471626387620,1.0
80,-9188188261933657343,3689128258624052102,0.5849625007211562
81,-9188188261933657343,4609121753781446855,0.5849625007211562
82,-9172914609055320039,-9019582414165805420,1.0
83,-9172914609055320039,-7550906488404754851,0.5849625007211562
84,-9172914609055320039,-6859269826758227273,0.5849625007211562
85,-9172914609055320039,-6245566021053602636,1.0
86,-9172914609055320039,-6184570078369383337,0.5849625007211562
87,-9172914609055320039,-5002383425685129595,1.0
88,-9172914609055320039,-4767439283620384185,1.0
89,-9172914609055320039,-4612605965384710183,0.5849625007211562
90,-9172914609055320039,-3619568065513202846,0.5849625007211562
91,-9172914609055320039,-3462051751080362224,0.5849625007211562
92,-9172914609055320039,-1021685224930603833,1.0
93,-9172914609055320039,-601952361752157430,1.0
94,-9172914609055320039,-321691855821364131,1.0
95,-9172914609055320039,1999466695269209462,0.5849625007211562
96,-9172914609055320039,2081512200574495983,0.5849625007211562
97,-9172914609055320039,2470587255066232267,0.5849625007211562
98,-9172914609055320039,3375733407275108717,0.5849625007211562
99,-9172914609055320039,3779434447835779494,0.5849625007211562
100,-9172914609055320039,5293701842202310496,0.5849625007211562
101,-9172914609055320039,5640834597379907148,0.5849625007211562
102,-9172914609055320039,6097677219931837830,0.5849625007211562
103,-9172914609055320039,6230272013326185698,1.0
104,-9172914609055320039,7182931494487573654,0.5849625007211562
105,-9172914609055320039,8962537427807366481,1.0
106,-9156344805277471150,-8722526817358894474,1.0
107,-9156344805277471150,-8618420761918493321,2.807354922057604
108,-9156344805277471150,-3206777048078326150,3.7548875021634687
109,-9156344805277471150,-2038869595290705317,0.5849625007211562
110,-9156344805277471150,-759389978085260161,0.5849625007211562
111,-9156344805277471150,-538948733779286129,0.5849625007211562
112,-9156344805277471150,833256912680066502,0.5849625007211562
113,-9156344805277471150,1595230810451459837,0.5849625007211562
114,-9156344805277471150,1805849336099641652,1.0
115,-9156344805277471150,3495098006178009360,3.3923174227787602
116,-9156344805277471150,3929262240746146680,0.5849625007211562
117,-9156344805277471150,5827857898404399503,0.5849625007211562
118,-9156344805277471150,6852597772196653540,0.5849625007211562
119,-9156344805277471150,7938100642081250873,0.5849625007211562
120,-9120685872592674274,-8964534883296838326,0.5849625007211562
121,-9120685872592674274,-8632408281960398473,2.321928094887362
122,-9120685872592674274,-7568926158048616650,3.0
123,-9120685872592674274,-6523871595334455509,0.5849625007211562
124,-9120685872592674274,-6156751702010469220,1.0
125,-9120685872592674274,-6074646493203713780,1.0
126,-9120685872592674274,-5179565226573622983,0.5849625007211562
127,-9120685872592674274,-3678789633202302491,1.3219280948873624
128,-9120685872592674274,-3469502952547705884,3.3923174227787602
129,-9120685872592674274,-2358756719610361882,3.0874628412503395
130,-9120685872592674274,-1573329182923097618,1.0
131,-9120685872592674274,-1483274517395674620,3.523561956057013
132,-9120685872592674274,-885886002174762919,0.5849625007211562
133,-9120685872592674274,156889606517612871,3.3219280948873626
134,-9120685872592674274,623421554979899217,2.321928094887362
135,-9120685872592674274,738761744030347929,2.9068905956085187
136,-9120685872592674274,1432311799980176241,3.3923174227787602
137,-9120685872592674274,1649085803937938638,0.5849625007211562
138,-9120685872592674274,2581138407738454418,1.3219280948873624
139,-9120685872592674274,2888507406903473601,0.5849625007211562
140,-9120685872592674274,4865901874365409673,1.3219280948873624
141,-9120685872592674274,5211673327552264703,0.5849625007211562
142,-9120685872592674274,5395784585257808296,3.2479275134435857
143,-9120685872592674274,8881733945001664941,2.9068905956085187
144,-9109785559521267180,-8949113594875411859,0.5849625007211562
145,-9109785559521267180,-8518096793350810174,1.0
146,-9109785559521267180,-8340365043226490059,0.5849625007211562
147,-9109785559521267180,-8208801367848627943,0.5849625007211562
148,-9109785559521267180,-7570652411388243006,0.5849625007211562
149,-9109785559521267180,-7553931975579248065,0.5849625007211562
150,-9109785559521267180,-7463572107837163154,0.5849625007211562
151,-9109785559521267180,-7169261479876586557,0.5849625007211562
152,-9109785559521267180,-6255158415883847921,1.0
153,-9109785559521267180,-5784228041033890044,0.5849625007211562
154,-9109785559521267180,-5322047011520469406,1.0
155,-9109785559521267180,-5065077552540450930,0.5849625007211562
156,-9109785559521267180,-5027816744653977347,0.5849625007211562
157,-9109785559521267180,-5002383425685129595,1.0
158,-9109785559521267180,-4158297476631283435,0.5849625007211562
159,-9109785559521267180,216869981229779312,1.0
160,-9109785559521267180,711995695898078056,0.5849625007211562
161,-9109785559521267180,784265334245910688,1.0
162,-9109785559521267180,1024145536490998555,0.5849625007211562
163,-9109785559521267180,1441248639512899483,1.0
164,-9109785559521267180,1862503310075246782,1.0
165,-9109785559521267180,1929674614667189969,1.0
166,-9109785559521267180,2513724012883866928,0.5849625007211562
167,-9109785559521267180,2727743992157210358,0.5849625007211562
168,-9109785559521267180,3075564241645350154,1.0
169,-9109785559521267180,3149164017776669829,0.5849625007211562
170,-9109785559521267180,3322348437880079228,1.0
171,-9109785559521267180,3328253785421705444,0.5849625007211562
172,-9109785559521267180,3888577703887670575,1.0
173,-9109785559521267180,4419562057180692966,1.0
174,-9109785559521267180,5227822864949117283,0.5849625007211562
175,-9109785559521267180,5258604889412591249,0.5849625007211562
176,-9109785559521267180,5271898714958115766,0.5849625007211562
177,-9109785559521267180,6569463984699537820,1.0
178,-9109785559521267180,6678691743269420670,0.5849625007211562
179,-9109785559521267180,6769852549722242790,0.5849625007211562
180,-9109785559521267180,7065704533945771463,1.0
181,-9109785559521267180,7358145651645216086,0.5849625007211562
182,-9109785559521267180,7467940062038388159,0.5849625007211562
183,-9109785559521267180,7664140604181040222,1.0
184,-9109785559521267180,8734156751308150579,3.7548875021634687
185,-9109785559521267180,8769121796537771237,0.5849625007211562
186,-9109785559521267180,8938071859536254465,0.5849625007211562
187,-9063420486253202900,-5920475612630001479,1.5849625007211563
188,-9063420486253202900,-1876558460087500339,1.5849625007211563
189,-9063420486253202900,-1419188045265393093,1.3219280948873624
190,-9063420486253202900,-912681925384819247,1.5849625007211563
191,-9063420486253202900,2277184202014276839,0.5849625007211562
192,-9063420486253202900,5036201777135800491,1.5849625007211563
193,-9060214117327732109,-5200964355640106406,1.3219280948873624
194,-9060214117327732109,-1353560213232970946,0.5849625007211562
195,-9060214117327732109,127799031949294618,1.0
196,-9060214117327732109,2372438485070148864,1.5849625007211563
197,-9060214117327732109,3056097063387494549,0.5849625007211562
198,-9060214117327732109,3262705634545542432,0.5849625007211562
199,-9060214117327732109,4667058261084775379,0.5849625007211562
200,-9060214117327732109,5658521282502533116,0.5849625007211562
201,-9047547311469006438,-9076501258717815738,0.5849625007211562
202,-9047547311469006438,-8942026248671582808,0.5849625007211562
203,-9047547311469006438,-7977868424702448788,0.5849625007211562
